"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
217,"1","2024-10-25T08:01:57.664789Z",215,"http://localhost:8081/GB.544722.A-034.png","[{""x"":22.3,""y"":19.24,""width"":59.34,""height"":69.98,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",15.125,"2024-10-25T08:01:57.664813Z"
218,"1","2024-10-25T08:02:22.432522Z",216,"http://localhost:8081/GB.544722.A-035.png","[{""x"":28.78,""y"":4.5,""width"":55.79,""height"":27.85,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":27.31,""y"":32.87,""width"":42.05,""height"":29.25,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":76.04,""y"":33.41,""width"":7.64,""height"":26.37,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",24.366,"2024-10-25T08:02:22.432553Z"
219,"1","2024-10-25T08:02:37.849211Z",217,"http://localhost:8081/GB.544722.A-036.png","[{""x"":32.45,""y"":13.63,""width"":49.07,""height"":58.1,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":33.26,""y"":72.49,""width"":57.83,""height"":13,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",15.0,"2024-10-25T08:02:37.849234Z"
220,"1","2024-10-25T08:02:54.395549Z",218,"http://localhost:8081/GB.544722.A-037.png","[{""x"":16.74,""y"":14.79,""width"":55.71,""height"":63.74,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",16.125,"2024-10-25T08:02:54.395567Z"
221,"1","2024-10-25T08:03:02.526867Z",219,"http://localhost:8081/GB.544722.A-038.png","[{""x"":25.93,""y"":8.1,""width"":51.58,""height"":25.23,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":26.93,""y"":33.78,""width"":47.11,""height"":22.21,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":74.15,""y"":26.23,""width"":9.99,""height"":31.3,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",7.716,"2024-10-25T08:03:02.526898Z"
222,"1","2024-10-25T08:05:01.895302Z",220,"http://localhost:8081/GB.544722.A-039.png","[{""x"":57.11398256297628,""y"":11.800000000000004,""width"":37.84638081927386,""height"":28.87999999999999,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":46.909999999999954,""y"":42.44999999999997,""width"":47.85796512595262,""height"":23.39999999999999,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":51.39000000000008,""y"":66.63385444743929,""width"":43.347965125952555,""height"":19.609083557951497,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",118.807,"2024-10-25T08:05:01.895331Z"
223,"1","2024-10-25T08:06:23.196621Z",221,"http://localhost:8081/GB.544722.A-040.png","[{""x"":6.795841068031819,""y"":14.079999999999993,""width"":48.03415893196832,""height"":29.01999999999998,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":6.909096034655825,""y"":44.5000000000001,""width"":51.6209039653442,""height"":23.659999999999997,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":7.022351001279822,""y"":69.23100661823473,""width"":51.857648998720215,""height"":18.87899338176538,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",80.864,"2024-10-25T08:06:23.196638Z"
224,"1","2024-10-25T08:07:35.611446Z",222,"http://localhost:8081/GB.544722.A-041.png","[{""x"":49.18999999999974,""y"":14.299999999999905,""width"":18.71886200350078,""height"":34.959999999999596,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":25.409999999999993,""y"":15.620000000000003,""width"":22.800000000000008,""height"":28.888894878706196,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":68.53887566709919,""y"":14.516208660111044,""width"":15.560177178477511,""height"":32.781259843848346,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",71.973,"2024-10-25T08:07:35.611466Z"
225,"1","2024-10-25T08:07:57.579523Z",223,"http://localhost:8081/GB.544722.A-042.png","[{""x"":65.89,""y"":39.97,""width"":27.25,""height"":43.26,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":64,""y"":13.54,""width"":28.16,""height"":23.7,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":25.67,""y"":15.06,""width"":29.51,""height"":21.64,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":29.29,""y"":42.25,""width"":23.71,""height"":15.48,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":32.34,""y"":63.75,""width"":17.08,""height"":11.71,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",21.532,"2024-10-25T08:07:57.579540Z"
226,"1","2024-10-25T08:09:05.810266Z",224,"http://localhost:8081/GB.544722.A-043.png","[{""x"":6.954433130345082,""y"":42.72999999999994,""width"":66.1047965125953,""height"":43.63999999999994,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":6.772034874047453,""y"":16.12999999999998,""width"":65.29796512595253,""height"":24.059999999999995,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",60.564,"2024-10-25T08:09:05.810284Z"
227,"1","2024-10-25T08:09:15.987221Z",225,"http://localhost:8081/GB.544722.A-044.png","[{""x"":48.26,""y"":6.84,""width"":35.15,""height"":34.66,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":26.81,""y"":8.35,""width"":19.44,""height"":33.49,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":27.93,""y"":45.67,""width"":17.82,""height"":13.51,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":48.19,""y"":46.84,""width"":15.66,""height"":10.95,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":67.59,""y"":48.72,""width"":9.76,""height"":8.04,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",9.743,"2024-10-25T08:09:15.987244Z"
228,"1","2024-10-25T08:09:38.073275Z",226,"http://localhost:8081/GB.544722.A-045.png","[{""x"":22.690000000000015,""y"":15.10999999999999,""width"":72.27036338225018,""height"":47.49,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":48.65,""y"":66.19,""width"":25.85,""height"":18.47,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",21.536,"2024-10-25T08:09:38.073300Z"
229,"1","2024-10-25T08:09:55.931889Z",227,"http://localhost:8081/GB.544722.A-046.png","[{""x"":37.37999999999999,""y"":20.240000000000006,""width"":41.49203487404746,""height"":63.94000000000002,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":6.7720348740474545,""y"":17.329999999999995,""width"":28.457965125952523,""height"":47.059999999999995,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",17.412,"2024-10-25T08:09:55.931922Z"
230,"1","2024-10-25T08:10:14.155298Z",228,"http://localhost:8081/GB.544722.A-047.png","[{""x"":27.780000000000012,""y"":25.718625336927225,""width"":38.58000000000001,""height"":34.481374663072764,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":29.59,""y"":4.5,""width"":52.39,""height"":19.64,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":68.52,""y"":37.06,""width"":15.39,""height"":11.43,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",17.789,"2024-10-25T08:10:14.155322Z"
231,"1","2024-10-25T08:10:36.497302Z",229,"http://localhost:8081/GB.544722.A-048.png","[{""x"":30.57,""y"":12.92,""width"":60.61,""height"":41.29,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":27.44,""y"":56.54,""width"":64.23,""height"":27.44,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",21.904,"2024-10-25T08:10:36.497328Z"
232,"1","2024-10-25T08:11:14.158557Z",230,"http://localhost:8081/GB.544722.A-049.png","[{""x"":8.366831386642708,""y"":15.36000000000001,""width"":31.023168613357328,""height"":41.220000000000006,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":8.002034874047453,""y"":59.01000000000002,""width"":38.86796512595254,""height"":26.249999999999986,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":48.26,""y"":23.35,""width"":23.15,""height"":12.4,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":50.85,""y"":67.59,""width"":20.33,""height"":11.66,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":49.92,""y"":53.36,""width"":21.33,""height"":8.15,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":54.48,""y"":39.31,""width"":9.45,""height"":8.15,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",37.23,"2024-10-25T08:11:14.158584Z"
233,"1","2024-10-25T08:11:27.488395Z",231,"http://localhost:8081/GB.544722.A-050.png","[{""x"":26.62,""y"":22.83,""width"":33.95,""height"":31.19,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":61.96,""y"":19.7,""width"":22.61,""height"":35.97,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":33.37,""y"":8.21,""width"":10.19,""height"":10.6,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":69.1,""y"":8.67,""width"":9.57,""height"":9.35,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":57.6,""y"":8.52,""width"":6.83,""height"":9.83,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":44.17,""y"":11.35,""width"":9.84,""height"":4.76,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",12.896,"2024-10-25T08:11:27.488415Z"
234,"1","2024-10-25T08:11:47.772861Z",232,"http://localhost:8081/GB.545196.A-006.png","[{""x"":45.6,""y"":49.4,""width"":42.94,""height"":32.3,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",19.861,"2024-10-25T08:11:47.772878Z"
235,"1","2024-10-25T08:12:07.772400Z",233,"http://localhost:8081/GB.545196.A-007.png","[{""x"":20.50837210076204,""y"":15.110000000000005,""width"":47.35162789923794,""height"":69.92999999999999,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",19.598,"2024-10-25T08:12:07.772420Z"
236,"1","2024-10-25T08:12:41.560490Z",234,"http://localhost:8081/GB.545196.A-008.png","[{""x"":24.729999999999816,""y"":38.079999999999906,""width"":55.479999999999805,""height"":20.89766570312073,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":54.3199999999996,""y"":59.19747632812562,""width"":26.079999999999888,""height"":18.762523671874053,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",33.371,"2024-10-25T08:12:41.560514Z"
237,"1","2024-10-25T08:13:31.532853Z",235,"http://localhost:8081/GB.545196.A-009.png","[{""x"":30.611278672468593,""y"":13.620000000000024,""width"":40.30292380186996,""height"":39.964716981132035,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":27.793440284031597,""y"":55.15619510191486,""width"":54.57824765453007,""height"":27.19668867846702,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",49.535,"2024-10-25T08:13:31.532876Z"
238,"1","2024-10-25T08:14:02.499214Z",236,"http://localhost:8081/GB.545196.A-010.png","[{""x"":28.64755815114303,""y"":17.95999999999997,""width"":45.20366277328543,""height"":40.21999999999999,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":16.28,""y"":63.540000000000006,""width"":57.87018901201291,""height"":24.229999999999986,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",30.554,"2024-10-25T08:14:02.499238Z"
239,"1","2024-10-25T08:14:57.984785Z",237,"http://localhost:8081/GB.545196.A-011.png","[{""x"":26.389999999999457,""y"":65.9701784114753,""width"":31.897114130031678,""height"":18.177581979142264,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":26.16,""y"":34.37,""width"":32.04,""height"":23.11,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":62.19,""y"":34.28,""width"":19.26,""height"":26.82,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":59.462105646321774,""y"":61.104071606047306,""width"":21.765724029416862,""height"":23.513983854237157,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",55.079,"2024-10-25T08:14:57.984804Z"
240,"1","2024-10-25T08:15:28.748231Z",238,"http://localhost:8081/GB.545196.A-012.png","[{""x"":22.819999999999997,""y"":11.739999999999991,""width"":53.72184375319789,""height"":42.37999999999999,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2713,""original_height"":3596},{""x"":36.04999999999999,""y"":58.13247978436653,""width"":39.76501758032355,""height"":23.267520215633468,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2713,""original_height"":3596}]",30.33,"2024-10-25T08:15:28.748259Z"
241,"1","2024-10-25T08:16:01.553624Z",239,"http://localhost:8081/GB.545196.A-013.png","[{""x"":28.96747096602439,""y"":16.87999999999999,""width"":48.520944727296914,""height"":42.89999999999995,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":21.95,""y"":63.54,""width"":44.02,""height"":24.43,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",32.384,"2024-10-25T08:16:01.553642Z"
242,"1","2024-10-25T08:16:12.755462Z",240,"http://localhost:8081/GB.545196.A-014.png","[{""x"":25.22,""y"":60.77,""width"":34.04,""height"":26.34,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":24.84,""y"":33.16,""width"":34.23,""height"":24.2,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":59.56,""y"":39.01,""width"":23.22,""height"":19.45,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":61.1,""y"":62.14,""width"":20.2,""height"":19.34,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",10.808,"2024-10-25T08:16:12.755484Z"
243,"1","2024-10-25T08:16:44.092347Z",241,"http://localhost:8081/GB.547709.A-005.png","[{""x"":31.4,""y"":24.77,""width"":50.69,""height"":32.7,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":24.649999999999988,""y"":10.029999999999992,""width"":58.17999999999998,""height"":22.647978436657688,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":41.93999999999998,""y"":58.18431266846361,""width"":35.11800871851185,""height"":23.54568733153637,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",30.919,"2024-10-25T08:16:44.092364Z"
244,"1","2024-10-25T08:16:56.404456Z",242,"http://localhost:8081/GB.548701.A-005.png","[{""x"":19.9,""y"":37.04,""width"":72.97,""height"":26.06,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",11.893,"2024-10-25T08:16:56.404488Z"
245,"1","2024-10-25T08:17:06.783586Z",243,"http://localhost:8081/GB.548701.A-006.png","[{""x"":35.26,""y"":27.88,""width"":46.14,""height"":44.81,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":6.9544331303450795,""y"":30.390000000000008,""width"":26.925566869654883,""height"":38.70999999999999,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",9.942,"2024-10-25T08:17:06.783609Z"
246,"1","2024-10-25T08:17:13.415685Z",244,"http://localhost:8081/GB.548701.A-007.png","[{""x"":6.087142396124991,""y"":39.890000000000015,""width"":36.95285760387493,""height"":31.439999999999994,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":3508,""original_height"":2592},{""x"":43.52999999999996,""y"":37.88999999999999,""width"":20.674079109885366,""height"":36.339999999999975,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":3508,""original_height"":2592}]",33.778999999999996,"2024-10-25T08:17:44.566958Z"
247,"1","2024-10-25T08:18:02.535219Z",245,"http://localhost:8081/GB.556252.A-005.png","[{""x"":18.43,""y"":16.61,""width"":34.19,""height"":57.33,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":47.79,""y"":38.05,""width"":28.5,""height"":19.45,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",16.096,"2024-10-25T08:18:02.535237Z"
248,"1","2024-10-25T08:18:38.989775Z",246,"http://localhost:8081/GB.561274.A-006.png","[{""x"":22.11,""y"":39.2,""width"":50.69,""height"":43.87,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":19.83,""y"":11.12,""width"":26.97,""height"":26.97,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":34.88,""y"":47.69,""width"":40.39,""height"":7.27,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":34.95,""y"":58.87,""width"":40.12,""height"":6.67,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":47.26,""y"":11.83,""width"":27.43,""height"":7.24,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":40.7,""y"":23.83,""width"":28.7,""height"":5.64,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",36.011,"2024-10-25T08:18:38.989799Z"
249,"1","2024-10-25T08:18:46.691633Z",247,"http://localhost:8081/GB.561274.A-007.png","[{""x"":29.13,""y"":53.28,""width"":43.25,""height"":32.21,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":29.13,""y"":12.74,""width"":7.14,""height"":40.96,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",7.282,"2024-10-25T08:18:46.691649Z"
250,"1","2024-10-25T08:19:03.011334Z",248,"http://localhost:8081/GB.561274.A-008.png","[{""x"":29.89,""y"":35.58,""width"":13.38,""height"":51.06,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":58.58,""y"":45.12,""width"":12.66,""height"":41.4,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":32.11,""y"":15.31,""width"":28.12,""height"":15.14,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":60.65,""y"":22.83,""width"":9.91,""height"":19.81,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",15.924,"2024-10-25T08:19:03.011364Z"
251,"1","2024-10-25T08:19:36.125963Z",249,"http://localhost:8081/GB.561274.A-009.png","[{""x"":23.729999999999933,""y"":70.40999999999976,""width"":59.24328741258257,""height"":19.06999999999995,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":40.04999999999989,""y"":51.169999999999916,""width"":42.02122416957774,""height"":6.099999999999974,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":47.56999999999994,""y"":38.27999999999999,""width"":33.86832185314566,""height"":6.039999999999993,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":23.5,""y"":43.93,""width"":12.65,""height"":12.8,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":29.36,""y"":39.03,""width"":16.4,""height"":4.73,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",32.652,"2024-10-25T08:19:36.125980Z"
252,"1","2024-10-25T08:19:45.358117Z",250,"http://localhost:8081/GB.565018.A-006.png","[{""x"":22.989999999999988,""y"":32.89999999999999,""width"":61.9739825629763,""height"":26.539999999999974,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",8.815,"2024-10-25T08:19:45.358144Z"
